"PageURL","ContentTypeId"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News Templates/NewsTemplate_BACKUP_20180626.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/Corporate News Templates/CorporateNewsTemplate_BACKUP_20180626.aspx","0x0101009D1CB255DA76424F860D91F20E6C411800DB0A9B958B76B247A41A42489872F79D007AF628C9B5954741A3CD2830C04F4995"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/News_7Nbce0Gj.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/News_dMSlyKuI.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/News_8GhBhlcX.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/News_iLPT0Uvl.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/Corporate News/News_dasmDJWk.aspx","0x0101009D1CB255DA76424F860D91F20E6C411800DB0A9B958B76B247A41A42489872F79D007AF628C9B5954741A3CD2830C04F4995"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/Corporate News/News_MmXPxvm8.aspx","0x0101009D1CB255DA76424F860D91F20E6C411800DB0A9B958B76B247A41A42489872F79D007AF628C9B5954741A3CD2830C04F4995"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/Corporate News/News_4LWiCirO.aspx","0x0101009D1CB255DA76424F860D91F20E6C411800DB0A9B958B76B247A41A42489872F79D007AF628C9B5954741A3CD2830C04F4995"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/Corporate News/News_R6AxyJSs.aspx","0x0101009D1CB255DA76424F860D91F20E6C411800DB0A9B958B76B247A41A42489872F79D007AF628C9B5954741A3CD2830C04F4995"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Ny-pensionsordning--New-pension-scheme.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Service-resources-will-be-critical-to-the-success-of-ballast-wat.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Get-ready-for-the-launch-of-Office-365!.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Article-published-in-PTQ---Compabloc-in-refineries.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/Corporate News/GDPR-is-now-in-force.aspx","0x0101009D1CB255DA76424F860D91F20E6C411800DB0A9B958B76B247A41A42489872F79D007AF628C9B5954741A3CD2830C04F4995"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Customer-Interaction-at-Events-can-Lead-to-Long-term-Gains.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Organization-News-from-Finance.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Organization-News-from-Alfa-Laval-Aalborg-AS.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Alfa-Laval-has-signed-an-agreement-to-sell-parts-of-the-Greenhou.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/New-program-manager-for-our-Separators-Simplified-program.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Be-No-1-in-Energy-Division-2018.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Claim-report-May-2018.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/And-the-winner-is-Alfa-Laval-China!.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Welcome-to-our-new-colleagues.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Superior-cost-savings-using-Micro.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Expand-your-GPHE-and-BFB-product-knowledge.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Help-us-promote-the-Alfa-Laval-Heating-and-Cooling-Hub.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/New-active-generic-frame-plate-for-CB11.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Slop-water-HSS--fresh-water-generator-order-for-Johan-Castberg-p.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Rig-survey-initiative-pays-dividends-in-Middle-East.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Reconditioning-of-FWG-plates.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Organization-News-from-BU-GPHE.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Alfa-Laval-China-One4AL-Project-was-Kicked-Off-in-April.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/WHE-design-of-the-month-?-The-winner-of-May-2018.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
"https://alfalavalonline.sharepoint.com/sites/share/sites/Share/SitePages/News/Code-Network--A-network-that-?.aspx","0x0101009D1CB255DA76424F860D91F20E6C4118001D97D517C2F6D844A59632814F3E9EA300A87373CB7438CE4AB5A6392E4E18F4A5"
